species	phylum	habitat	mating_system	range_cat	sexual_system	abbrv	neut_model_conf	genome_species	self_est	maplen_data_source	diversity_data_source	site_type	hcn	num_markers	parpath	pred_pi	impact_of_sel	log10_size	log10_range	num_chr	totalMb_covered	ave_rec	assembly_size	selfing	map_length	genome_size	fecundity	propagule	bodymass_g	diversity	size	log10_diversity	social	species_orig	is_terrestrial	n_occ	range	id	kingdom	superphylum	subphylum	class	order	family	genus	clean_name	redlist_cat	log10_body_mass	log10_body_mass_pred	log10_popsize	log10_density	log10_density_pred	pred_log10_body_mass	pred_log10_density	pred_log10_N	RS	log10_RS	log10_map_length	species_lower
Drosophila novamexicana	Arthropoda	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	5.113943352306837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00202	0.00265	-2.694648630553376	FALSE	Drosophila novamexicana	TRUE	1	130000	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila novamexicana	NA	-3.741020045222157	-3.730576743070469	11.880972990191307	6.767029637884469	6.756981403100305	-3.7458064686486825	6.770919112237619	11.884862464544456	49056603.7735849	7.690697478370029	NA	drosophila novamexicana
Drosophila parabipectinata	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	6.815415887025698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013300000000000001	0.00265	-1.8761483590329142	FALSE	Drosophila parabipectinata	TRUE	8	6537563	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila parabipectinata	NA	-3.741020045222157	-3.7439511797858316	13.582445524910167	6.767029637884469	6.774147838102404	-3.7458064686486825	6.770919112237619	13.586334999263318	2467004905.6603775	9.39217001308889	NA	drosophila parabipectinata
Drosophila persimilis	Arthropoda	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	5.795272970751645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00777	0.00265	-2.109578981199086	FALSE	Drosophila persimilis	TRUE	15	624127	146323	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila persimilis	NA	-3.741020045222157	-3.748099439811495	12.562302608636115	6.767029637884469	6.778907437814299	-3.7458064686486825	6.770919112237619	12.566192082989264	235519622.64150944	8.372027096814838	NA	drosophila persimilis
Drosophila pseudoananassae	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018340000000000002	0.00265	-1.7366006686659976	FALSE	Drosophila pseudoananassae	TRUE	6	-Inf	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila pseudoananassae	NA	NA	NA	NA	NA	NA	-3.7458064686486825	6.770919112237619	NA	-Inf	NA	NA	drosophila pseudoananassae
Drosophila pseudoobscura	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	dpse	low	Drosophila pseudoobscura	NA	Corbett-Detig et al.	Leffler et al.	NA	NA	NA	FALSE	0.0120686502571749	0.27745837937731704	-2.638272163982407	6.609763168310845	1	141	1.7769789685747601	152696384	0	NA	0.16333333333333336	NA	NA	NA	0.01196838439110709	0.0023	-1.9219644709288228	FALSE	Drosophila pseudoobscura	TRUE	203	4071581.8366871597	146332	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila pseudoobscura	NA	-3.937725970876022	-3.9324206541544884	13.52557042954632	6.915807261235475	6.922234164375951	-3.9426743107678455	6.919823990122925	13.52958715843377	1770252972.4726782	9.248035332293252	NA	drosophila pseudoobscura
Drosophila sechellia	Arthropoda	Terrestrial	Obligatory outcrossing	Island	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	2.450249108319361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6e-4	0.00265	-3.0177287669604316	FALSE	Drosophila sechellia	TRUE	64	282	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila sechellia	NA	-3.741020045222157	-3.7501054708765924	9.21727874620383	6.767029637884469	6.778522198630841	-3.7458064686486825	6.770919112237619	9.221168220556981	106415.09433962264	5.027003234382553	NA	drosophila sechellia
Drosophila serrata	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	4	58	FALSE	NA	NA	-2.904830648568245	4.921631285255124	NA	NA	NA	NA	NA	2.4530000000000003	0.20538	NA	NA	NA	NA	0.001245	NA	FALSE	Drosophila serrata	TRUE	13	83489.38947772737	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila serrata	NA	-4.790055388797386	-4.797256253518361	12.48209398678285	7.560462701527726	7.576004575918686	-4.795705314908135	7.5650308260215215	12.486662111276646	67059750.584519975	7.826461933823369	0.38969754820638575	drosophila serrata
Drosophila simulans	Arthropoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.6020599913279625	7.9106643223623605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0256	0.0025	-1.5917600346881504	FALSE	Drosophila simulans	TRUE	604	81407482.0928688	146348	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila simulans	NA	-3.821936371876064	-3.828557302741779	14.738894652243498	6.828230329881139	6.823943237694363	-3.8267894007470016	6.8321721512565325	14.742836473618894	32562992837.147522	10.512724313690324	NA	drosophila simulans
Drosophila subobscura	Arthropoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	7.070820664909087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00988	0.00265	-2.0052430554123717	FALSE	Drosophila subobscura	TRUE	2139	11771198	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila subobscura	NA	-3.741020045222157	-3.739355909104255	13.837850302793557	6.767029637884469	6.758328388421632	-3.7458064686486825	6.770919112237619	13.841739777146707	4441961509.433962	9.64757479097228	NA	drosophila subobscura
Echinocardium cordatum	Echinodermata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.1870866433571443	8.1291928042333	NA	NA	NA	NA	NA	NA	NA	2740	7.5e-5	38	0.0523593	0.065	-1.281006168236054	FALSE	Echinocardium cordatum	FALSE	11408	134645797.89223626	158129	Animalia	NA	Echinozoa	Echinoidea	Spatangoida	Loveniidae	Echinocardium	Echinocardium cordatum	NA	0.7024868965261984	0.6952646623630675	11.535396376814997	3.4062035725816977	3.406937906296771	0.701358100266448	3.407218418706695	11.536411222939995	2071473813.7267118	9.316279447590444	NA	echinocardium cordatum
Echinocardium mediterraneum	Echinodermata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.3467874862246563	5.5334327722392835	NA	NA	NA	NA	NA	NA	NA	2740	7.5e-5	38	0.0210419	0.045	-1.6769150476808374	FALSE	Echinocardium mediterraneum	FALSE	104	341533.0780795309	158128	Animalia	NA	Echinozoa	Echinoidea	Spatangoida	Loveniidae	Echinocardium	Echinocardium mediterraneum	NA	0.19183826099576698	0.1957790278554745	9.325863094773284	3.7924303225340017	3.7855425618910097	0.19028912954885957	3.793775521464026	9.32720829370331	7589623.9573229095	6.8802202584639405	NA	echinocardium mediterraneum
Emys orbicularis	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-0.6020599913279624	6.853073801297813	NA	NA	NA	NA	NA	NA	NA	0.0877	0.02	977	0.00411023	0.25	-2.3861338752197874	FALSE	Emys orbicularis	TRUE	13404	7129741.782213778	551943	Animalia	NA	Vertebrata	Reptilia	Testudines	Emydidae	Emys	Emys orbicularis	NT	2.5731286304303578	2.565219390214353	8.844426090745337	1.991352289447524	2.0025835744676623	2.5735396337286875	1.991156965406583	8.844230766704396	28518967.128855113	7.455133792625776	NA	emys orbicularis
Epinephelus aeneus	Chordata	NA	NA	NA	hermaphrodite	NA	NA	NA	NA	Stapley et al.	NA	NA	24	222	FALSE	NA	NA	-0.2218487496163564	6.176943011200577	NA	NA	NA	NA	NA	9.695	1.0758	NA	NA	NA	NA	0.6	NA	FALSE	Epinephelus aeneus	TRUE	1437	1502944.734397111	551036	Animalia	NA	Vertebrata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus aeneus	NT	3.788866433107037	3.790028010282929	7.248777597767669	1.071834586567092	1.0590747930087177	3.7902781585091105	1.070852767928208	7.2477957791287855	2504907.890661852	6.398791760816934	0.9865478134147242	epinephelus aeneus
Equus caballus	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	32	742	FALSE	NA	NA	0.2123687446887913	7.586278447155176	NA	NA	NA	NA	NA	27.72	3.14916	NA	NA	NA	NA	1.63068	NA	FALSE	Equus caballus	TRUE	14560	38572558.56938509	180691	Animalia	NA	Vertebrata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus	NA	5.177290983717056	5.181210494169979	7.607984502233929	0.021706055078753412	0.01366225293555806	5.17984557654837	0.01982602598174088	7.606104473136917	23654278.319096997	7.373909702466385	1.442793225939769	equus caballus
Equus ferus przewalskii	Chordata	NA	NA	NA	NA	ecab	med	NA	NA	Corbett-Detig et al.	Corbett-Detig et al.	NA	NA	NA	FALSE	0.0035413912065319704	0	0.13353890837021754	2.5528479125328207	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0.0036260777468777403	1.36	-2.4405628884153567	FALSE	Equus ferus przewalskii	TRUE	NA	357.1477451327567	926144	Animalia	NA	Vertebrata	Mammalia	Perissodactyla	Equidae	Equus	Equus ferus przewalskii	CR	4.925230020027828	4.9265184859803535	2.765199119721717	0.21235120718889625	0.21117770421444548	4.927577131462003	0.21063424333988134	2.763482155872702	262.60863612702695	2.419309004162603	1.3010299956639813	equus ferus przewalskii
Eriocheir sinensis	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	73	10358	FALSE	NA	NA	-1.2596373105057561	6.477187897779313	NA	NA	NA	NA	NA	51.2553	1.68	NA	NA	NA	NA	0.055	NA	FALSE	Eriocheir sinensis	TRUE	13087	3000460.3892698726	99058	Animalia	Ecdysozoa	Crustacea	Malacostraca	Decapoda	Varunidae	Eriocheir	Eriocheir sinensis	NA	0.47050378033816365	0.46601869278741337	10.058850834735976	3.581662936956662	3.5894352366055777	0.4691840295555272	3.5828278594116822	10.060015757190994	54553825.25945223	7.736825208285069	1.7097387798106098	eriocheir sinensis
Eschrichtius robustus	Chordata	Marine	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	1.075079569694062	7.53903028977436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	11.8872	-2.9318141382538383	FALSE	Eschrichtius robustus	FALSE	4349	34596350.61343314	180521	Animalia	NA	Vertebrata	Mammalia	Cetacea	Eschrichtiidae	Eschrichtius	Eschrichtius robustus	LC	7.93583688576811	7.938213439459625	5.474322822496934	-2.064707467277427	-2.0748799454159976	7.940662147367225	-2.068372076442086	5.470658213332275	2910386.8542157225	6.463950720080298	NA	eschrichtius robustus
Esox lucius	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	25	301	FALSE	NA	NA	-0.3142582613977364	7.176442456515221	NA	NA	NA	NA	NA	12.892999999999999	1.09536	NA	NA	NA	NA	0.485	NA	FALSE	Esox lucius	TRUE	30000	15012134.836354962	162139	Animalia	NA	Vertebrata	Teleostei	Esociformes	Esocidae	Esox	Esox lucius	LC	3.493384015770374	3.4893240040114906	8.471763812213586	1.295321355698366	1.3026372460202726	3.4945525178510657	1.2945306928535278	8.47097314936875	30952855.332690645	7.490700717912958	1.110353982664002	esox lucius
Eudyptes filholi	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-0.2596373105057561	4.614163811222976	NA	NA	NA	NA	NA	NA	NA	0.0055	0.55	2500	0.00424895	0.55	-2.371718379489883	FALSE	Eudyptes filholi	TRUE	272	41130.48316230084	824056	Animalia	NA	Vertebrata	Aves	Sphenisciformes	Spheniscidae	Eudyptes	Eudyptes filholi	NA	3.6680362814913745	3.6660924817704723	5.777387727962831	1.1632239167398548	1.1631230508725598	3.6693485467933717	1.1623202664867076	5.776484077709684	74782.6966587288	4.873801121728732	NA	eudyptes filholi
Eudyptes moseleyi	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-0.2596373105057561	3.8267930593256976	NA	NA	NA	NA	NA	NA	NA	0.0055	0.55	2500	0.00296217	0.55	-2.5283900207833057	FALSE	Eudyptes moseleyi	TRUE	135	6711.08994288899	824057	Animalia	NA	Vertebrata	Aves	Sphenisciformes	Spheniscidae	Eudyptes	Eudyptes moseleyi	EN	3.6680362814913745	3.6691470278640628	4.990016976065553	1.1632239167398548	1.1616079629220808	3.6693485467933717	1.1623202664867076	4.989113325812405	12201.981714343618	4.0864303698314535	NA	eudyptes moseleyi
Eulemur coronatus	Chordata	Terrestrial	Obligatory outcrossing	Island	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.45867042233330635	5.03522029435304	NA	NA	NA	NA	NA	NA	NA	0.0041	0.314	2500	0.0028100000000000004	0.3478	-2.55129368009492	FALSE	Eulemur coronatus	TRUE	129	108447.68716176625	572865	Animalia	NA	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur	Eulemur coronatus	EN	3.031621437617121	3.028450931665241	6.679793655051818	1.6445733606987778	1.6427902211912904	3.0324098445674137	1.6440814249087783	6.679301719261819	311810.4863765562	5.493890716686347	NA	eulemur coronatus
Eulemur mongoz	Chordata	Terrestrial	Obligatory outcrossing	Island	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.23174679350197017	4.791813261277214	NA	NA	NA	NA	NA	NA	NA	0.003	0.32299999999999995	2060	0.00244	0.58648	-2.612610173661271	FALSE	Eulemur mongoz	TRUE	304	61917.478394298865	572867	Animalia	NA	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur	Eulemur mongoz	CR	3.7572171160849464	3.7667580124266347	5.887585663401093	1.0957724021238786	1.0980656094985888	3.7586027896763063	1.0948110583084407	5.886624319585655	105574.74831929283	5.0235600547791845	NA	eulemur mongoz
Eunicella cavolinii	Cnidaria	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-0.5228787452803376	NA	NA	NA	NA	NA	NA	NA	NA	33.1	0.0025	NA	0.01249	0.3	-1.9034375616258645	FALSE	Eunicella cavolinii	NA	NA	NA	NA	Animalia	NA	NA	Anthozoa	Alcyonacea	Gorgoniidae	Eunicella	Eunicella cavolinii	NA	NA	NA	NA	NA	NA	2.8269326477609757	1.7994981581310463	NA	NA	NA	NA	eunicella cavolinii
Eunicella verrucosa	Cnidaria	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-0.42596873227228116	6.452667930786824	NA	NA	NA	NA	NA	NA	NA	33.1	0.0025	NA	0.0146539	0.375	-1.8340467764653887	FALSE	Eunicella verrucosa	FALSE	5613	2835749.9349172343	NA	Animalia	NA	NA	Anthozoa	Alcyonacea	Gorgoniidae	Eunicella	Eunicella verrucosa	VU	3.136186154429888	3.1363066684411107	8.018154248214982	1.5654863174281584	1.5468101608963463	3.137060632754416	1.5649267358145877	8.017594666601413	7561999.826445959	6.878636663059106	NA	eunicella verrucosa
Felis silvestris	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	19	58055	FALSE	NA	NA	-0.20159108011047439	7.622761250473029	NA	NA	NA	NA	NA	44.64	2.89488	NA	NA	NA	NA	0.62865	NA	FALSE	Felis silvestris	TRUE	23543	41952828.864184074	180589	Animalia	NA	Vertebrata	Mammalia	Carnivora	Felidae	Felis	Felis silvestris	LC	3.853640989749715	3.8497486571046844	8.645603898648439	1.0228426481754107	1.0241010465238556	3.8551060336637653	1.0218189250742555	8.644580175547285	66734794.98001125	7.824352330583503	1.6497241859295224	felis silvestris
Fenneropenaeus chinensis	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	44	245.5	FALSE	NA	NA	-0.7734000947926425	NA	NA	NA	NA	NA	NA	18.95795	1.66	NA	NA	NA	NA	0.1685	NA	FALSE	Fenneropenaeus chinensis	TRUE	119	NA	551578	Animalia	Ecdysozoa	Crustacea	Malacostraca	Decapoda	Penaeidae	Fenneropenaeus	Fenneropenaeus chinensis	NA	NA	NA	NA	NA	NA	2.025223114241157	2.405886986815392	NA	NA	NA	1.2777913735177522	fenneropenaeus chinensis
Ficedula albicollis	Chordata	Terrestrial	Obligatory outcrossing	Broad endemic	gonochorous	falb	low	Ficedula albicollis	NA	Stapley et al.	Leffler et al.	NA	30	211	FALSE	0.00392346779679009	0.0312149642144656	-0.894489815230026	6.456522828321537	32	3996	3.24065054958299	1118326800	0	24.595305000000003	1.2113922222222222	NA	NA	NA	0.0038004984449583404	0.1275	-2.4201594408308473	FALSE	Ficedula albicollis	TRUE	30097	2861032.744437315	560071	Animalia	NA	Vertebrata	Aves	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	LC	1.638074764196999	1.635267633300172	9.155098814568941	2.698575986247404	2.6862104789879404	1.6377160874951922	2.6989855745592415	9.155508402880779	22439472.505390707	7.351012643551563	1.390852212502005	ficedula albicollis
Ficedula hypoleuca	Chordata	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.8875961072821256	6.918837126932985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031	0.12954	-2.5086383061657274	FALSE	Ficedula hypoleuca	TRUE	30000	8295396.076817775	560081	Animalia	NA	Vertebrata	Aves	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	LC	1.660117619413869	1.657401040609187	9.600741100885209	2.681903973952223	2.683530758696792	1.6597770870622637	2.682299302127941	9.601136429060926	64037332.6911979	7.806433234215111	NA	ficedula hypoleuca
Gadus morhua	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	23	924	FALSE	NA	NA	0	7.368496834781467	NA	NA	NA	NA	NA	14.2192	0.90954	NA	NA	NA	NA	1	NA	FALSE	Gadus morhua	FALSE	30000	23361290.76015975	164712	Animalia	NA	Vertebrata	Teleostei	Gadiformes	Gadidae	Gadus	Gadus morhua	VU	4.498235020345538	4.490961624041242	7.903803748690055	0.5353069139085871	0.5398401136238675	4.500230655224957	0.5338661850009054	7.902363019782372	23361290.76015975	7.368496834781467	1.1528751628241947	gadus morhua
Galago moholi	Chordata	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.433798281145087	6.633237904483151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0020399999999999997	0.3683	-2.6903698325741012	FALSE	Galago moholi	TRUE	762	4297717.892670701	572898	Animalia	NA	Vertebrata	Mammalia	Primates	Galagidae	Galago	Galago moholi	LC	3.1111509174397236	3.1083719314100127	8.217659508415997	1.5844216039328465	1.5947760210906785	3.1120047882656827	1.5838782183103919	8.217116122793543	11669068.402581323	7.067036185628238	NA	galago moholi
Galago senegalensis	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-0.8860566476931632	6.99573182662977	NA	NA	NA	NA	NA	NA	NA	0.0082	0.105	192	NA	0.13	NA	FALSE	Galago senegalensis	TRUE	1308	9902203.029503047	572899	Animalia	NA	Vertebrata	Mammalia	Primates	Galagidae	Galago	Galago senegalensis	LC	1.6650400914837882	1.6651289883590863	9.673912711442	2.6781808848122295	2.6881248348765445	1.6647036110145828	2.6785730285038563	9.674304855133627	76170792.53463882	7.881788474322933	NA	galago senegalensis
Gallus gallus	Chordata	NA	NA	NA	gonochorous	ggal	low	Gallus gallus	NA	Stapley et al.	Corbett-Detig et al.	NA	35	NA	FALSE	0.0053287387671501	0	-0.18045606445813137	7.262867567453496	28	8349	3.1486092544282	1046915324	0	28.149	1.24013	NA	NA	NA	0.00588359552053694	0.6599999999999999	-2.2303571913552602	FALSE	Gallus gallus	TRUE	30000	18317557.66709938	176086	Animalia	NA	Vertebrata	Aves	Galliformes	Phasianidae	Gallus	Gallus gallus	LC	3.921220889210464	3.919854566716087	8.234596469082387	0.9717289016288914	0.9747844340243896	3.92274156082566	0.9706614592111711	8.233529026664666	27753875.25318088	7.443323631911627	1.4494629710454106	gallus gallus
Gasterosteus aculeatus	Chordata	Marine and freshwater	Obligatory outcrossing	Cosmopolitan	gonochorous	gacu	low	Gasterosteus aculeatus	NA	Stapley et al.	Leffler et al.	NA	22	19372	FALSE	0.0054592403680432606	0.192308537186921	-1.2967086218813386	6.955816416629878	21	1872	3.1137123613754	463349471	0	16.1595046385	0.63296	NA	NA	NA	0.003368690919356535	0.0505	-2.4725388341289096	FALSE	Gasterosteus aculeatus	TRUE	30000	9032675.670567088	166365	Animalia	NA	Vertebrata	Teleostei	Gasterosteiformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus	LC	0.35196705735436784	0.35489064654619124	10.627134059547856	3.671317642917978	3.6669889227207038	0.3505497342839128	3.6725592500759654	10.628375666705843	178864864.7637047	8.252525038511216	1.2084280435633596	gasterosteus aculeatus
Gorilla beringei/gorilla	Chordata	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	0.22401481137286405	5.914954594766426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011915	1.675	-2.923905953317525	FALSE	Gorilla beringei/gorilla	TRUE	827.5	822156.6894535146	944295	Animalia	NA	Vertebrata	Mammalia	Primates	Hominidae	Gorilla	Gorilla beringei	NA	5.214529660449976	5.220376647663409	5.908495347744371	-0.006459247022055101	-0.016059208136819825	5.217114905916126	-0.008363366854768017	5.906591227911658	490839.8145991132	5.690939783393562	NA	gorilla beringei
Gryllus firmus	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.2365720064370627	5.18790227844405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00889	0.0058	-2.0510982390297863	FALSE	Gryllus firmus	TRUE	180	154135.35905675904	658220	Animalia	Ecdysozoa	Hexapoda	Insecta	Orthoptera	Gryllidae	Gryllus	Gryllus firmus	NA	-2.6532766614064185	-2.65357957142176	11.132222204244625	5.944319925800576	5.939294022673475	-2.6571677200223833	5.947505708705261	11.135407987149312	26575061.906337768	7.424474284881113	NA	gryllus firmus
Gryllus pennsylvanicus	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-1.6575773191777938	6.859971869223158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00928	0.022	-2.032452023781138	FALSE	Gryllus pennsylvanicus	TRUE	1578	7243890.37336653	658225	Animalia	Ecdysozoa	Hexapoda	Insecta	Orthoptera	Gryllidae	Gryllus	Gryllus pennsylvanicus	NA	-0.8019223308998675	-0.8063230956450107	11.404028450857691	4.544056581634533	4.545114592295283	-0.8042894661860478	4.5460446719309795	11.406016541154138	329267744.2439332	8.517549188400952	NA	gryllus pennsylvanicus
Gulo gulo	Chordata	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.06550154875643228	7.128526122042398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9e-4	0.86	-3.537602002101044	FALSE	Gulo gulo	TRUE	26458	13443926.270702684	180551	Animalia	NA	Vertebrata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo	LC	4.288791689320973	4.290738033597745	7.822244537348175	0.6937184153057766	0.6940373388440827	4.290614923070498	0.6924131811141954	7.820939303156593	15632472.40779382	7.19402767079883	NA	gulo gulo
Halictus scabiosae	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.8239087409443189	6.394897196584773	NA	NA	NA	NA	NA	NA	NA	NA	0.015	0.093	0.00211062	0.015	-2.6755899508508274	FALSE	Halictus scabiosae	TRUE	3229	2482545.3834542236	757835	Animalia	Ecdysozoa	Hexapoda	Insecta	Hymenoptera	Halictidae	Halictus	Halictus scabiosae	NA	-1.333772457961354	-1.337852079855522	11.341216178907608	4.946318982322836	4.946093300123155	-1.3365773802250036	4.94865114125886	11.343548337843632	165503025.5636149	8.21880593752909	NA	halictus scabiosae
Haliotis diversicolor	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	16	2200	FALSE	NA	NA	-1.2596373105057561	6.607922126264887	NA	NA	NA	NA	NA	21.901	1.4181	NA	NA	NA	NA	0.055	NA	FALSE	Haliotis diversicolor	FALSE	1062	4054358.2986592962	1048485	Animalia	Lophozoa	NA	Gastropoda	Archaeogastropoda	Haliotidae	Haliotis	Haliotis diversicolor	NA	0.47050378033816365	0.47916942119215883	10.189585063221548	3.581662936956662	3.574938870419907	0.4691840295555272	3.5828278594116822	10.190749985676568	73715605.43016902	7.867559436770643	1.3404639451856346	haliotis diversicolor
Haliotis midae	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	18	186	FALSE	NA	NA	-0.7958800173440752	5.200249564235985	NA	NA	NA	NA	NA	10.38	1.39854	NA	NA	NA	NA	0.16	NA	FALSE	Haliotis midae	FALSE	366	158580.42017922644	1048497	Animalia	Lophozoa	NA	Gastropoda	Archaeogastropoda	Haliotidae	Haliotis	Haliotis midae	NA	1.953382797869476	1.9624288998992614	7.660343767500313	2.460094203264328	2.459597386138001	1.9532836637418072	2.4602998100395004	7.660549374275486	991127.6261201652	5.99612958158006	1.0161973535124391	haliotis midae
